ticket_id,customer_id,order_id,ticket_channel,ticket_type,priority,status,created_at,resolved_at,subject,description,assigned_team,resolution_summary
T000419,C00332,O000643,web_form,delivery_issue,low,closed,2025-05-09 04:21:09,2025-05-12 18:21:09,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,Provided policy details and next steps.
T000420,C00316,,email,warranty,high,open,2025-12-03 19:55:59,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,technical_support,
T000421,C00420,O001139,chat,billing,medium,closed,2025-03-19 22:17:02,2025-03-20 12:17:02,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,Provided policy details and next steps.
T000422,C00156,O001152,chat,billing,low,open,2025-12-01 14:10:44,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T000423,C00354,O000232,phone,billing,medium,open,2025-06-03 22:41:39,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T000424,C00265,O000246,web_form,technical_issue,high,resolved,2026-03-26 14:50:08,2026-03-27 06:50:08,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,Clarified invoice and resent billing document.
T000425,C00338,O001212,web_form,billing,high,open,2025-09-04 08:16:54,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,
T000426,C00457,O001361,chat,delivery_issue,high,new,2026-03-18 00:21:53,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,
T000427,C00102,O000717,email,product_question,urgent,resolved,2025-02-12 07:24:21,2025-02-12 12:24:21,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,Issued refund after return inspection.
T000428,C00382,O000199,email,technical_issue,high,closed,2025-07-10 18:33:20,2025-07-12 06:33:20,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,Validated warranty and requested diagnostic evidence.
T000429,C00458,O000382,web_form,product_question,medium,closed,2025-07-06 09:52:34,2025-07-06 23:52:34,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,Issued refund after return inspection.
T000430,C00255,O001405,chat,product_question,medium,resolved,2025-08-13 03:04:41,2025-08-13 13:04:41,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Provided policy details and next steps.
T000431,C00045,,web_form,product_question,urgent,new,2026-01-04 00:49:03,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",customer_care,
T000432,C00023,O001007,chat,refund,urgent,new,2025-08-09 23:16:58,,Refund request for recent order,Customer requests update on refund amount and processing time.,customer_care,
T000433,C00388,,email,billing,urgent,open,2025-12-20 09:53:08,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T000434,C00003,O000128,email,refund,low,pending_customer,2026-02-15 11:17:44,,Refund request for recent order,Customer requests update on refund amount and processing time.,customer_care,
T000435,C00370,O001122,email,delivery_issue,high,open,2025-05-11 21:17:29,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,
T000436,C00428,O001316,chat,refund,low,new,2025-07-12 00:48:15,,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,
T000437,C00077,O001008,chat,technical_issue,high,resolved,2025-03-02 14:16:17,2025-03-05 20:16:17,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Shared shipment update and opened carrier claim.
T000438,C00487,O000773,email,technical_issue,high,pending_customer,2025-11-23 14:48:12,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,
T000439,C00463,O001117,chat,product_question,medium,resolved,2025-03-18 15:06:47,2025-03-20 18:06:47,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,Validated warranty and requested diagnostic evidence.
T000440,C00453,O001290,email,product_question,high,resolved,2025-08-29 10:47:10,2025-09-01 04:47:10,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Issued refund after return inspection.
T000441,C00095,O001248,email,technical_issue,medium,closed,2025-04-03 04:43:46,2025-04-06 13:43:46,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,Clarified invoice and resent billing document.
T000442,C00217,O000963,web_form,delivery_issue,low,resolved,2025-10-19 22:47:53,2025-10-21 22:47:53,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,Issued refund after return inspection.
T000443,C00061,O001176,chat,billing,urgent,pending_customer,2026-03-27 17:02:17,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,
T000444,C00416,O001426,web_form,technical_issue,high,new,2026-01-26 04:45:46,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,
T000445,C00376,O001223,web_form,return_request,urgent,open,2026-02-23 16:11:44,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,
T000446,C00223,O001417,email,product_question,low,closed,2025-12-27 09:11:18,2025-12-30 03:11:18,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,Validated warranty and requested diagnostic evidence.
T000447,C00069,O001498,chat,refund,urgent,resolved,2025-11-16 14:28:26,2025-11-19 13:28:26,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,Shared shipment update and opened carrier claim.
T000448,C00396,O000192,chat,product_question,urgent,open,2025-12-30 05:11:01,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,
T000449,C00230,O000504,phone,product_question,high,pending_customer,2025-09-20 09:37:48,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,
T000450,C00042,,chat,refund,medium,resolved,2025-10-07 03:43:32,2025-10-08 02:43:32,Refund request for recent order,Customer requests update on refund amount and processing time.,customer_care,Shared shipment update and opened carrier claim.
T000451,C00264,O001394,chat,delivery_issue,low,new,2025-09-16 01:57:37,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,
T000452,C00337,,phone,technical_issue,urgent,resolved,2025-05-02 11:59:58,2025-05-05 18:59:58,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,Clarified invoice and resent billing document.
T000453,C00268,O001021,email,return_request,urgent,open,2026-02-02 17:37:44,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,
T000454,C00356,O001488,email,technical_issue,urgent,resolved,2025-02-23 03:43:41,2025-02-27 17:43:41,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,Shared shipment update and opened carrier claim.
T000455,C00380,O000628,phone,technical_issue,low,resolved,2025-03-06 13:13:04,2025-03-08 13:13:04,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,Issued refund after return inspection.
T000456,C00327,O000585,web_form,warranty,urgent,closed,2025-12-19 17:35:26,2025-12-19 21:35:26,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,Provided policy details and next steps.
T000457,C00151,O001293,phone,technical_issue,urgent,pending_customer,2025-05-03 23:57:39,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,
T000458,C00426,O001484,email,warranty,high,open,2025-10-18 05:30:43,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000459,C00092,O001036,web_form,billing,medium,closed,2025-11-01 07:37:06,2025-11-03 21:37:06,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,Issued refund after return inspection.
T000460,C00074,,phone,refund,urgent,new,2025-07-11 12:48:33,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T000461,C00262,O000952,email,billing,low,new,2025-03-01 12:21:35,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,
T000462,C00411,O001468,email,return_request,urgent,open,2026-03-21 11:51:45,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,
T000463,C00012,O000162,chat,product_question,low,closed,2026-03-04 10:43:59,2026-03-08 03:43:59,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Clarified invoice and resent billing document.
T000464,C00018,O000640,web_form,technical_issue,low,open,2025-09-01 06:05:52,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
